item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender
,Gordon Matot Tut,Q459960,SPLM,,Lakes,,,
,Grace Amo Alex,Q459960,SPLM,,Eastern Eq.,,,
,Henry Dilah Odwar,Q459960,SPLM,,Eastern Eq.,,,
,Henry Omai Akolawin,Q459960,SPLM,,Upper Nile,,,
,Henry Stephen Danga,Q459960,SPLM,,Central Eq.,,,
,Ismail Mathew Mukhter,Q459960,SPLM,,Central Eq.,,,
,Jacob Dau Kuol,Q459960,SPLM,,Northern B.G.,,,
,James Gatkur Wishierbal,Q459960,SPLM,,Unity,,,
,James Janka Duku,Q459960,SPLM,,Central Eq.,,,
,James Kok Ruea,Q459960,SPLM,,Jonglei,,,
,James Kueth Chol,Q459960,SPLM,,Upper Nile,,,
,James Lual Deng,Q459960,SPLM,,Warrap,,,
,James Reat Gony,Q459960,SPLM,,Upper Nile,,,
,James Wani Igga,Q459960,SPLM,,Central Eq.,,,
,Jasmine Samuel Adakayi,Q459960,SPLM,,Western Eq.,,,
,John Chol Machar,Q327591,Independent,,Upper Nile,,,
,John Ivo Mounto,Q459960,SPLM,,Upper Nile,,,
,John Jok Chol,Q459960,SPLM,,Jonglei,,,
,Josephine Napwon Cosmos,Q459960,SPLM,,Eastern Eq.,,,
,Joy Kwaje Eluzai,Q459960,SPLM,,Central Eq.,,,
,Julius Ajeo Moilinga,Q459960,SPLM,,Eastern Eq.,,,
,Juma AlI Malau,Q459960,SPLM,,Central Eq.,,,
,Juma Amiro Dobo,Q459960,SPLM,,Western Eq.,,,
,June Malek Kur,Q459960,SPLM,,Jonglei,,,
,Kom Kom Geng,Q459960,SPLM,,Northern B.G.,,,
,Kong Dak Jishlive,Q459960,SPLM,,Unity,,,
,Kornelio Mawien Dhor,Q459960,SPLM,,Warrap,,,
,Kuany Ayom Deng,Q459960,SPLM,,Warrap,,,
,Kuony War Jok,Q459960,SPLM,,Jonglei,,,
,Kuot Deng Kuot,Q459960,SPLM,,Warrap,,,
,Kur Akol Deng,Q459960,SPLM,,Upper Nile,,,
,Kutin Bayak Gil,Q459960,SPLM,,Jonglei,,,
,Listisia Ihure Santino,Q459960,SPLM,,Eastern Eq.,,,
,Lucy Iyaya Loki,Q459960,SPLM,,Eastern Eq.,,,
,Machok Majong Jong,Q459960,SPLM,,Warrap,,,
,Madalena Pita Emilion,Q459960,SPLM,,Central Eq.,,,
,Madut Biar Yel,Q459960,SPLM,,Northern B.G.,,,
,Majok Dut Muorwel,Q459960,SPLM,,Warrap,,,
,Majok Yak Majok,Q459960,SPLM,,Warrap,,,
,Maker Deng Malou,Q459960,SPLM,,Jonglei,,,
,Manasseh Magok Rundial,Q459960,SPLM,,Unity,,,
,Mark Lotede Lowi,Q459960,SPLM,,Eastern Eq.,,,
,Mark Nyipouch Ubong,Q459960,SPLM,,Western B. G.,,,
,Martha Akuany Deng,Q459960,SPLM,,Jonglei,,,
,Martha Atong Mansor,Q459960,SPLM,,Upper Nile,,,
,Martha Ayuek Yac,Q459960,SPLM,,Warrap,,,
,Martin Ohuro Okeruk,Q459960,SPLM,,Eastern Eq.,,,
,Mary Atong Bak,Q459960,SPLM,,Warrap,,,
,Mary Bicensio Wani,Q459960,SPLM,,Central Eq.,,,
,Mary Kiden Enoka,Q459960,SPLM,,Central Eq.,,,
,Mary Kiden Kimbo,Q327591,Independent,,Central Eq.,,,
,Mary Nawai Martin,Q459960,SPLM,,Western Eq.,,,
,Mary Nyaulang Ret,Q459960,SPLM,,Jonglei,,,
,Mary Puru Michael,Q459960,SPLM,,Central Eq.,,,
,Mary Rero Jwac,Q15980873,SPLM-DC,,Upper Nile,,,
,Mat Ron War Roy,Q459960,SPLM,,Upper Nile,,,
,Mel Wal Achien Yor,Q459960,SPLM,,Northern B.G.,,,
,Michael Makuei Lueth,Q459960,SPLM,,Jonglei,,,
,Michael Muot Dieu,Q459960,SPLM,,Unity,,,
,Mohammed Ahmed Musa,Q459960,SPLM,,Western B. G.,,,
,Monica Ayen Maguat,Q459960,SPLM,,Lakes,,,
,Negere Joseph Paciko,Q459960,SPLM,,Western Eq.,,,
,Ngong Deng Gum,Q459960,SPLM,,Northern B.G.,,,
,Nhial Deng Nhial,Q459960,SPLM,,Warrap,,,
,Nibol Daniel Dhieu,Q459960,SPLM,,Lakes,,,
,Nyachut Arok,Q459960,SPLM,,Lakes,,,
,Nyalok Tiong Gatluak,Q459960,SPLM,,Unity,,,
,Nyanyang Lok Rich,Q459960,SPLM,,Jonglei,,,
,Nyibol Bol Matip,Q459960,SPLM,,Warrap,,,
,Ohidei Victor Omuho,Q327591,Independent,,Eastern Eq.,,,
,Onyoti Adigo Nyikwac,Q15980873,SPLM-DC,,Upper Nile,,,
,Parmena Awerial Along,Q459960,SPLM,,Lakes,,,
,Pascal Bandindi Uru,Q459960,SPLM,,Western Eq.,,,
,Paul Mayom Akec,Q459960,SPLM,,Lakes,,,
,Paulino Laku Kedia,Q459960,SPLM,,Central Eq.,,,
,Peter Bashir Gbandi,Q459960,SPLM,,Western Eq.,,,
,Peter Longole Kuam,Q459960,SPLM,,Eastern Eq.,,,
,Philip Thon Leek,Q459960,SPLM,,Jonglei,,,
,Barri A. Wanji,Q459960,SPLM,,Western B. G.,,,
,Paul Logale Jumi,Q459960,SPLM,,Central Eq.,,,
,Ramadan El Amin,Q459960,SPLM,,Western B. G.,,,
,Rebecca Atuet Makuet,Q459960,SPLM,,Lakes,,,
,Rejoice Bauda Simon,Q459960,SPLM,,Western Eq.,,,
,Remijo Lasu Peter,Q459960,SPLM,,Central Eq.,,,
,Mathew Mathiang Deang,Q459960,SPLM,,Unity,,,
,Riek Maniel Ayuel,Q459960,SPLM,,Unity,,,
,Ruai Kuol Jal,Q459960,SPLM,,Unity,,,
,Samuel Aban Achin,Q15980873,SPLM-DC,,Upper Nile,,,
,Samuel Duwar Deng,Q459960,SPLM,,Warrap,,,
,Sebur John Mansuk,Q459960,SPLM,,Central Eq.,,,
,Simon Deng Duang,Q459960,SPLM,,Northern B.G.,,,
,Simon Malual Deng,Q459960,SPLM,,Lakes,,,
,Stephen Ajongo Akol,Q459960,SPLM,,Northern B.G.,,,
,Suzan Wasuk Sokiri,Q459960,SPLM,,Warrap,,,
,Timothy Taban Tuch,Q459960,SPLM,,Jonglei,,,
,Timothy Tut Chuol,Q459960,SPLM,,Jonglei,,,
,Tongun Lado Rombek,Q459960,SPLM,,Central Eq.,,,
,Tulio Odongi Ayahus,Q459960,SPLM,,Eastern Eq.,,,
,Umjuma Juma Sabil,Q459960,SPLM,,Western B. G.,,,
,Victoria Adhar Arop,Q459960,SPLM,,Warraaap,,,
,Vosca Martin Kumbori,Q459960,SPLM,,Western Eq.,,,
,Weu Kong Koyang,Q327591,Independent,,Upper Nile,,,
,Zakaria Matur Makuer,Q459960,SPLM,,Lakes,,,
